status,private pool,propertyType,street,baths,homeFacts,fireplace,city,schools,sqft,zipcode,beds,state,stories,mls-id,PrivatePool,MlsId,target
,,Townhouse,23125 SW 112th Ct # 23125,2.0,"{'atAGlanceFacts': [{'factValue': '2006', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': 'No Data', 'factLabel': 'lotsize'}, {'factValue': '$150', 'factLabel': 'Price/sqft'}]}",,Miami,"[{'rating': ['10/10', '2/10'], 'data': {'Distance': ['2.9 mi', '2.1 mi'], 'Grades': ['PK-8', '8-12']}, 'name': ['Air Base Elementary School', 'Miami Southridge Senior High School']}]","1,672",33170,3,FL,,,," 23125, Miami, FL 33170","$250,000"
,,Single Family,8201 Waterford Ave,2.0,"{'atAGlanceFacts': [{'factValue': '1985', 'factLabel': 'Year built'}, {'factValue': '1986', 'factLabel': 'Remodeled year'}, {'factValue': 'No Data', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '1 space', 'factLabel': 'Parking'}, {'factValue': '3,339 sqft', 'factLabel': 'lotsize'}, {'factValue': 'No Data', 'factLabel': 'Price/sqft'}]}",,Tamarac,"[{'rating': ['4/10', '5/10', '5/10'], 'data': {'Distance': ['0.8 mi', '2.2 mi', '0.5 mi'], 'Grades': ['PK-5', '6-9', '9-12']}, 'name': ['Tamarac Elementary School', 'Millennium Middle School', 'J. P. Taravella High School']}]","1,280 sqft",33321,2,FL,1.0,,,,
for sale,,condo,4020 Galt Ocean Dr #E3,2 Baths,"{'atAGlanceFacts': [{'factValue': '1972', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$233/sqft', 'factLabel': 'Price/sqft'}]}",,Fort Lauderdale,"[{'rating': ['10/10', '7/10', '5/10'], 'data': {'Distance': ['2.77mi', '3.23mi', '2.81mi'], 'Grades': ['K-5', '9-12', '6-8']}, 'name': ['Bayview Elementary School', 'Fort Lauderdale High School', 'Sunrise Middle School']}]","1,200 sqft",33308,,FL,9.0,,,F912648,"$279,900"
for sale,,single-family home,1253 SW 167th Ave,3 Baths,"{'atAGlanceFacts': [{'factValue': '2003', 'factLabel': 'Year built'}, {'factValue': '2004', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '8,450 sqft', 'factLabel': 'lotsize'}, {'factValue': '$213/sqft', 'factLabel': 'Price/sqft'}]}",yes,Pembroke Pines,"[{'rating': ['8/10', '7/10', '8/10'], 'data': {'Distance': ['0.91mi', '1.87mi', '1.82mi'], 'Grades': ['PK-5', '9-12', '6-8']}, 'name': ['Silver Lakes Elementary School', 'Everglades High School', 'Glades Middle School']}]","2,469 sqft",33027,4 Beds,FL,1.0,,,A10766657,"$525,000"
For sale,,Single Family,218 Waterash St,2.0,"{'atAGlanceFacts': [{'factValue': '1973', 'factLabel': 'Year built'}, {'factValue': '1973', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'No Data', 'factLabel': 'Cooling'}, {'factValue': '1 space', 'factLabel': 'Parking'}, {'factValue': '0.72 acres', 'factLabel': 'lotsize'}, {'factValue': '$252', 'factLabel': 'Price/sqft'}]}",,Reno,"[{'rating': ['3/10', '4/10', '3/10'], 'data': {'Distance': ['2.1 mi', '4.7 mi', '4.6 mi'], 'Grades': ['PK-6', '7-8', '9-12']}, 'name': ['Lemmon Valley Elementary School', ""William O'brien Middle School"", 'North Valleys High School']}]","1,152",89506,4,NV,1,,,180007096,"$290,000"
for sale,,condo,A-5 Terrace Plan in 788 West Midtown,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$504/sqft', 'factLabel': 'Price/sqft'}]}",,Atlanta,"[{'rating': ['7/10', '6/10'], 'data': {'Distance': ['1.33mi', '2.52mi'], 'Grades': ['PK-8', '9-12']}, 'name': ['Centennial Academy', 'Grady High School']}]","1,009 sqft",30318,,GA,1.0,,yes,,"$508,900+"
Pre-foreclosure / auction,,Single Family,17508 Puritas Ave,Bathrooms: 2,"{'atAGlanceFacts': [{'factValue': '2006', 'factLabel': 'Year built'}, {'factValue': '2008', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '2 spaces', 'factLabel': 'Parking'}, {'factValue': '4,791 sqft', 'factLabel': 'lotsize'}, {'factValue': '', 'factLabel': 'Price/sqft'}]}",,Cleveland,"[{'rating': ['2/10', '2/10'], 'data': {'Distance': ['16.8 mi', '17 mi'], 'Grades': ['PK-9', '5-12']}, 'name': ['Adlai Stevenson School', 'Collinwood High School']}]","Total interior livable area: 1,209 sqft",44135,2 bd,OH,,,,,
for sale,,single-family home,585 Connemaras Ct,3 Baths,"{'atAGlanceFacts': [{'factValue': '2006', 'factLabel': 'Year built'}, {'factValue': '2006', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '6,005 sqft', 'factLabel': 'lotsize'}, {'factValue': '$211/sqft', 'factLabel': 'Price/sqft'}]}",,Reno,"[{'rating': ['8/10', 'None/10', '8/10'], 'data': {'Distance': ['1.71mi', '3.06mi', '0.27mi'], 'Grades': ['9-12', '6-8', 'PK-5']}, 'name': ['Damonte Ranch High School', 'Kendyl Depoali Middle School', 'Brown Elementary School']}]","2,114 sqft",89521,4 Beds,NV,2.0,,,,"$445,000"
for sale,,townhouse,6313 Rockaway Rd,2.5 Baths,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '653 sqft', 'factLabel': 'lotsize'}, {'factValue': '$94/sqft', 'factLabel': 'Price/sqft'}]}",,Atlanta,"[{'rating': ['3/10', '3/10', '4/10'], 'data': {'Distance': ['0.81mi', '0.98mi', '9.02mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Nolan Elementary School', 'Mcnair Middle School', 'Creekside High School']}]","2,054 sqft",30349,3 Beds,GA,3.0,,,,"$193,180"
Active,,"Single Detached, French",10706 Bridge Hollow Ct ,,"{'atAGlanceFacts': [{'factValue': '2010', 'factLabel': 'Year built'}, {'factValue': '2008', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': 'Central A/C (Electric), Central Heat (Gas)', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '1.24 Acres', 'factLabel': 'lotsize'}, {'factValue': '$569 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",5,Dallas,"[{'rating': ['8', '3', '3', '10'], 'data': {'Distance': ['1.6 mi', '1.9 mi', '1.7 mi', '8.9 mi'], 'Grades': ['Preschool to 5', '6 to 8', '9 to 12', '9 to 12']}, 'name': ['Harry C Withers Elementary School', 'Ewell D Walker Middle School', 'W T White High School', ""Irma Lerma Rangel Young Women's Leadership School""]}]","11,598",75229,,TX,,,,14064691,"6,599,000"
for sale,,lot/land,1425 N Mangonia Cir,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Electric', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '0.26 acres', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,West Palm Beach,"[{'rating': ['4/10', '5/10', '3/10'], 'data': {'Distance': ['0.49mi', '0.44mi', '2.75mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Roosevelt Elementary School', 'Roosevelt Middle School', 'Palm Beach Lakes High School']}]",,33401,,FL,,,,RX-10577792,"$150,000"
for sale,,lot/land,40 Serbian Bellflower Trl,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '10105 sqft', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Palm Coast,"[{'rating': ['4/10', '5/10', '4/10'], 'data': {'Distance': ['5.89mi', '4.1mi', '7.72mi'], 'Grades': ['PK-6', '9-12', '7-8']}, 'name': ['Bunnell Elementary School', 'Flagler-Palm Coast High School', 'Buddy Taylor Middle School']}]",,32164,,FL,,,,248828,"$29,000"
For sale,,Single Family,6950 Tokalon Dr,4,"{'atAGlanceFacts': [{'factValue': '1955', 'factLabel': 'Year built'}, {'factValue': '1955', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '2 spaces', 'factLabel': 'Parking'}, {'factValue': '0.29 acres', 'factLabel': 'lotsize'}, {'factValue': '$255', 'factLabel': 'Price/sqft'}]}",Yes,Dallas,"[{'rating': ['10/10', '5/10', '5/10'], 'data': {'Distance': ['0.6 mi', '1 mi', '1.1 mi'], 'Grades': ['K-5', '6-8', '9-12']}, 'name': ['Lakewood Elementary School', 'J L Long Middle School', 'Woodrow Wilson High School']}]","3,905",75214,4,TX,2.0,,,14223468,"$995,000"
for sale,,condo,4141 NW 44th Ave #221,2 Baths,"{'atAGlanceFacts': [{'factValue': '1971', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$97/sqft', 'factLabel': 'Price/sqft'}]}",,Lauderdale Lakes,"[{'rating': ['3/10', '3/10', '4/10'], 'data': {'Distance': ['1.41mi', '1.53mi', '0.3mi'], 'Grades': ['9-12', '6-8', 'PK-5']}, 'name': ['Boyd H. Anderson High School', 'Lauderdale Lakes Middle School', 'Park Lakes Elementary School']}]","1,234 sqft",33319,2 Beds,FL,,,,A10729050,"$119,500"
Active,,"1 Story, Traditional",1110 Midnight Dr ,"4,000","{'atAGlanceFacts': [{'factValue': '2018', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Electric Heat', 'factLabel': 'Heating'}, {'factValue': 'Central Heating', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '0.64 Acres', 'factLabel': 'lotsize'}, {'factValue': '$152 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,San Antonio,"[{'rating': ['10', '10', '8'], 'data': {'Distance': ['2.9 mi', '1.8 mi', '4.4 mi'], 'Grades': ['Preschool to 5', '6 to 8', '9 to 12']}, 'name': ['Wilderness Oak Elementary School', 'Lopez Middle School', 'Reagan High School']}]","3,097",78260,Baths,TX,,,,1406976,"470,000"
For sale,,Single Family,1537 Florida Ave,Bathrooms: 2,"{'atAGlanceFacts': [{'factValue': '1909', 'factLabel': 'Year built'}, {'factValue': '1930', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Detached Garage', 'factLabel': 'Parking'}, {'factValue': '8,376 sqft lot', 'factLabel': 'lotsize'}, {'factValue': '$39', 'factLabel': 'Price/sqft'}]}",,Jacksonville,"[{'rating': ['1/10', '3/10', '3/10'], 'data': {'Distance': ['0.6 mi', '0.2 mi', '4.9 mi'], 'Grades': ['PK-2', '6-8', '9-12']}, 'name': ['John Love Elementary School', 'Matthew W. Gilbert Middle School', 'William M. Raines High School']}]","Total interior livable area: 1,500 sqft",32206,3 bd,FL,1.0,1021773,,,"$57,900"
for sale,,multi-family,3815 Harper Ave #Tom,4 Baths,"{'atAGlanceFacts': [{'factValue': '1930', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '3,000 sqft', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Bronx,"[{'rating': ['6/10', '3/10', '1/10'], 'data': {'Distance': ['0.43mi', '0.43mi', '0.41mi'], 'Grades': ['6-8', '6-8', 'PK-5']}, 'name': ['One World Middle School At Edenwald', 'Baychester Middle School', 'Ps 111 Seton Falls']}]","1,136 sqft",10466,6 Beds,NY,,,,,"$799,999"
for sale,,single-family home,17971 NW 87th Ct,5 Baths,"{'atAGlanceFacts': [{'factValue': '2005', 'factLabel': 'Year built'}, {'factValue': '2005', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '7,276 sqft', 'factLabel': 'lotsize'}, {'factValue': '$169/sqft', 'factLabel': 'Price/sqft'}]}",,Hialeah,"[{'rating': ['8/10', '10/10', '6/10', '6/10', 'None/10'], 'data': {'Distance': ['0.56mi', '29.21mi', '2.38mi', '1.17mi', '23.39mi'], 'Grades': ['PK-5', 'PK-8', '8-12', '6-8', 'K-9']}, 'name': ['Palm Springs North Elementary School', 'Air Base Elementary School', 'Barbara Goleman Senior High School', 'Lawton Chiles Middle School', 'Robert Morgan Voc-Tech Institute']}]","3,408 sqft",33018,5 Beds,FL,2.0,,,A10652042,"$575,000"
Active,,Single Family Home,2012 3rd St SE,2.5,"{'atAGlanceFacts': [{'factValue': '1953', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Yes', 'factLabel': 'Heating'}, {'factValue': 'Yes', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '27878', 'factLabel': 'lotsize'}, {'factValue': '$80', 'factLabel': 'Price/sqft'}]}",,Moultrie,"[{'rating': ['5', '4', '5', '3', '6', '1', 'NR', 'NR'], 'data': {'Distance': ['0.5 mi', '1.6 mi', '1.9 mi', '1.5 mi', '3.1 mi', '1.9 mi', '1.1 mi', '4.1 mi'], 'Grades': ['PK–5', '6–7', '10–12', 'PK–5', '8–9', '8–12', 'K–9', '2–12']}, 'name': ['Wright Elementary School', 'Willie J. Williams Middle School', 'Colquitt County High School', 'Cox Elementary School', 'Ca Gray Junior High School', 'Colquitt County Achievement Center School', 'Colquitt Christian Academy Private School', 'New Beginning Christian Academy Private School']}]",2000,31768,3.0,GA,,,,908251,"$159,900"
For sale,,Condo,2505 W Broad St APT 122,2 ba,"{'atAGlanceFacts': [{'factValue': '1984', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Heat pump', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$59', 'factLabel': 'Price/sqft'}]}",,Athens,"[{'rating': ['2/10', '5/10', '5/10'], 'data': {'Distance': ['0.9 mi', '1 mi', '2 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Alps Road Elementary School', 'Clarke Middle School', 'Clarke Central High School']}]","1,430 sqft",30606,2 bd,GA,,972116,,,"$85,000"
for sale,,single-family home,25011 Arrow Rdg,3 Baths,"{'atAGlanceFacts': [{'factValue': '1993', 'factLabel': 'Year built'}, {'factValue': '2014', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Detached Garage', 'factLabel': 'Parking'}, {'factValue': '7,754 sqft', 'factLabel': 'lotsize'}, {'factValue': '$122/sqft', 'factLabel': 'Price/sqft'}]}",yes,San Antonio,"[{'rating': ['8/10', '10/10', '9/10'], 'data': {'Distance': ['0.54mi', '1.69mi', '1.61mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Stone Oak Elementary School', 'Bush Middle School', 'Reagan High School']}]","2,454 sqft",78258,3 Beds,TX,2.0,,,1404754,"$299,500"
for sale,,condo,3444 N Harlem Ave #3,2 Baths,"{'atAGlanceFacts': [{'factValue': '2003', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Off Street', 'factLabel': 'Parking'}, {'factValue': '0.53 acres', 'factLabel': 'lotsize'}, {'factValue': '$167/sqft', 'factLabel': 'Price/sqft'}]}",yes,Chicago,"[{'rating': ['7/10', '1/10'], 'data': {'Distance': ['0.33mi', '1.3mi'], 'Grades': ['PK-8', '9-12']}, 'name': ['Dever Elementary School', 'Steinmetz Academic Centre High School']}]","1,500 sqft",60634,3 Beds,IL,3.0,,,10590693,"$249,800"
for sale,,single-family home,222 Hamilton Ave,2 Baths,"{'atAGlanceFacts': [{'factValue': '1990', 'factLabel': 'Year built'}, {'factValue': '1991', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '0.28 acres', 'factLabel': 'lotsize'}, {'factValue': '$110/sqft', 'factLabel': 'Price/sqft'}]}",,Lehigh Acres,"[{'rating': ['4/10', '2/10', '3/10', '2/10', '3/10', '6/10', '2/10', '2/10', '5/10', '5/10', '5/10', '4/10', '3/10', '5/10', '4/10', '2/10', '5/10', '5/10', '3/10', '3/10', '3/10', '5/10'], 'data': {'Distance': ['6.77mi', '3.63mi', '9.75mi', '13.24mi', '12.33mi', '17.18mi', '16.16mi', '2.38mi', '14.18mi', '10.71mi', '14.93mi', '2.83mi', '6.29mi', '9.42mi', '8.23mi', '3.29mi', '3.04mi', '7.91mi', '3.77mi', '15.1mi', '13.23mi', '8.12mi'], 'Grades': ['PK-5', '9-12', 'PK-5', 'PK-5', 'PK-5', 'PK-5', 'PK-5', 'PK-5', 'PK-5', '9-12', 'PK-5', '6-8', 'PK-5', 'PK-5', '9-12', 'PK-5', 'PK-8', '6-8', 'PK-5', 'PK-5', '6-8', 'PK-5']}, 'name': ['Harns Marsh Elementary School', 'East Lee County High School', 'River Hall Elementary School', 'Manatee Elementary School', 'Treeline Elementary School', 'Bayshore Elementary School', 'Edgewood Academy', 'Lehigh Elementary School', 'Orange River Elementary School', 'Riverdale High School', 'Tice Elementary School', 'Lehigh Acres Middle School', 'Sunshine Elementary School', 'Gateway Elementary School', 'Lehigh Senior High School', 'Mirror Lakes Elementary School', 'Veterans Park Academy For The Arts', 'Varsity Lakes Middle School', 'G. Weaver Hipps Elementary School', 'James Stephens International Academy', 'Oak Hammock Middle School', 'Tortuga Preserve Elementary School']}]","1,630 sqft",33936,3 Beds,FL,1.0,,,219050579,"$179,000"
Active,,,13216 Old Compton Ct ,,"{'atAGlanceFacts': [{'factValue': '2006', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': 'Central Air, Gas (Hot Air)', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '0.32 Acres', 'factLabel': 'lotsize'}, {'factValue': '$127 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,Pineville,"[{'rating': ['8', '4', '7'], 'data': {'Distance': ['1.1 mi', '3.8 mi', '3.4 mi'], 'Grades': ['K to 5', '6 to 8', '9 to 12']}, 'name': ['Pineville Elementary', 'Quail Hollow Middle', 'South Mecklenburg High']}]","2,515",28134,,NC,,,,3562836,"320,000"
for sale,,single-family home,2554 Volunteer Ave,3.5 Baths,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '7,841 sqft', 'factLabel': 'lotsize'}, {'factValue': '$145/sqft', 'factLabel': 'Price/sqft'}]}",,Kissimmee,"[{'rating': ['5/10', '3/10', '4/10', '5/10', '3/10'], 'data': {'Distance': ['1.16mi', '5.66mi', '4.25mi', '0.38mi', '5.64mi'], 'Grades': ['K-5', '9-12', 'PK-5', '6-8', 'K-5']}, 'name': ['Neptune Elementary School', 'Osceola High School', 'Mill Creek Elementary School', 'Neptune Middle School', 'Thacker Avenue Elementary School For International Studies']}]","2,609 sqft",34744,4 Beds,FL,,,,,"$377,990"
Pre-foreclosure / auction,,Single Family,3058 Shire Dr,,"{'atAGlanceFacts': [{'factValue': '1974', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Other', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '0.26 acres', 'factLabel': 'lotsize'}, {'factValue': '', 'factLabel': 'Price/sqft'}]}",,Pottstown,"[{'rating': ['5/10', '4/10', '5/10'], 'data': {'Distance': ['2.2 mi', '4.1 mi', '3.1 mi'], 'Grades': ['3-5', '6-8', '9-12']}, 'name': ['Lower Pottsgrove El School', 'Pottsgrove Middle School', 'Pottsgrove Senior High School']}]",,19464,4 bd,PA,,,,,"$170,933"
,,Single Family,26027 Tivoli Mdws,4.0,"{'atAGlanceFacts': [{'factValue': '2014', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'Gas', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '3 spaces', 'factLabel': 'Parking'}, {'factValue': '0.56 acres', 'factLabel': 'lotsize'}, {'factValue': '$149', 'factLabel': 'Price/sqft'}]}",Yes,San Antonio,"[{'rating': ['10/10', '8/10', '8/10'], 'data': {'Distance': ['1.3 mi', '8.7 mi', '12.3 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Timberwood Park Elementary School', 'Spring Branch Middle School', 'Smithson Valley High School']}]","3,391",78260,4,TX,2.0,,,1391713,"$505,000"
